sample ID;Latitude;Longitude;Year;season;Month;Day;Date;d15N;d13C;dist;chla_2m;sst_2m;mld_2m;wind_2m;PPv_2m
426;54.318;-41.382;2017;3;9;17;3182;5.786955133;-23.1135106;594.9219422;0.693162316;10.29454994;13.99849075;7.428317881;611.7776123
427;56.742;-37.377;2017;3;9;16;3181;5.077080546;-23.97414978;455.2267586;0.45707125;9.487360001;17.38054213;7.397201601;447.2414614
428;61.525;-28.757;2018;3;9;14;3544;3.397773896;-23.96482024;291.7410186;0.860650981;9.370965958;19.36424534;6.610813505;698.6361237
429;60.34;-31.168;2018;3;9;14;3544;4.632275863;-23.27476512;470.3692428;0.736828215;8.985712051;18.28108836;7.339904532;611.3652344
430;59.608;-32.533;2018;3;9;14;3544;3.711811484;-23.58541309;522.5081294;0.382134205;8.486719131;19.59188342;7.954518932;411.6902191
431;58.863;-33.838;2018;3;9;14;3544;3.894175613;-23.94982087;491.4022642;0.649218223;8.316064835;20.39487047;8.431932378;568.9828709
432;58.613;-34.26;2018;3;9;14;3544;3.093545839;-24.43401066;478.9637458;0.415337111;8.259332657;22.35105699;8.430591124;414.5152435
433;57.852;-35.492;2018;3;9;14;3544;5.71271563;-25.71932397;457.4355214;0.776525313;8.134088516;24.20718282;8.711999157;613.9243591
434;61.987;-27.742;2018;3;9;14;3544;4.042338398;-23.37760887;222.0082491;0.991688766;9.681818008;17.67321965;6.735789192;834.6986916
435;57.015;-36.852;2018;3;9;15;3545;3.289427838;-24.52095055;454.8364739;0.51183821;8.040155411;26.66867583;8.781942914;459.6714661
436;55.628;-39.448;2018;3;9;15;3545;4.109749218;-25.1731195;491.9916896;0.419392137;7.969659328;21.92830056;8.394904046;391.5337241
437;55.153;-40.273;2018;3;9;15;3545;3.727780477;-23.46046163;523.3637468;0.46426278;8.20675087;18.94399044;8.283482722;414.3291944
438;54.673;-41.08;2018;3;9;15;3545;5.285704498;-23.2730707;560.9676716;0.52249876;8.423761368;19.27419072;8.18250778;454.0923576
439;53.945;-42.252;2018;3;9;15;3545;5.227485448;-24.08096552;625.8164956;0.857506755;9.08690834;16.87773716;8.043896687;670.409668
440;53.452;-43.012;2018;3;9;15;3545;5.704545696;-23.7456977;638.526967;0.772925884;9.278009415;15.65949824;7.808759887;640.3479996
441;52.705;-44.118;2018;3;9;15;3545;5.480133948;-24.20885355;565.3978065;0.901154207;10.96605873;13.98098013;7.826544671;727.1567339
442;51.947;-45.187;2018;3;9;16;3546;5.372127161;-23.51032064;505.7410669;0.849873181;11.66689491;14.96657795;7.702448295;743.4638786
443;65.482;-5.448;2012;3;9;21;1360;8.196816343;-24.3769837;292.7091409;0.937229061;8.945093155;15.842109;7.695130154;774.5901981
444;65.562;-3.043;2012;3;9;20;1359;8.511060936;-23.03220994;353.0676081;0.913960874;9.928979874;21.01274524;7.637610218;778.1384481
445;65.512;-4.647;2012;3;9;21;1360;9.146622317;-23.73276055;321.8605287;1.229204016;9.369653702;19.28669831;7.704223126;971.4461161
446;64.522;-10.69;2013;3;10;2;1736;7.114300784;-23.5040743;67.33195964;1.382302229;8.187524796;18.59627953;7.986230874;734.416449
447;64.628;-9.953;2013;3;10;2;1736;7.413406248;-23.04756732;95.81509555;1.546185339;8.56801796;19.28419679;7.872730809;805.1394115
448;64.73;-9.212;2013;3;10;2;1736;7.36184954;-22.83545051;125.1582584;1.441471932;8.309656143;18.62129471;7.74758088;767.4989624
449;64.923;-7.713;2013;3;10;2;1736;6.561335943;-23.69035046;192.3564846;1.009713215;8.093286514;16.28737908;7.582687695;616.7524632
450;65.013;-6.955;2013;3;10;2;1736;6.755538595;-23.43681649;227.4260633;0.914246755;8.409692764;15.91965603;7.63382148;592.9492599
451;65.183;-5.423;2013;3;10;2;1736;6.448797123;-23.78377411;277.5317357;0.558796816;9.012292862;17.42556944;7.715808156;436.1069984
452;65.338;-3.872;2013;3;10;2;1736;6.741902721;-22.35384249;314.4506521;0.683613841;9.854059219;16.46998984;7.839466902;560.2066193
453;65.477;-2.307;2013;3;10;2;1736;7.176595427;-22.23977717;360.8946752;0.558916611;9.952630997;19.95960646;7.802507456;473.4092712
454;65.565;-1.6;2013;3;10;2;1736;6.824759235;-22.15340351;384.0060283;0.582394158;10.09160805;20.65502826;7.843429882;502.4272289
455;66.31;2.953;2013;3;10;2;1736;NA;-22.06934612;287.4156566;0.945615025;11.33297157;22.11091133;7.730691617;708.2209746
456;66.528;4.528;2013;3;10;3;1737;8.438980861;-23.05509859;243.6708505;0.773428542;11.40050697;23.10151217;7.442407125;674.2089731
457;66.73;6.13;2013;3;10;3;1737;7.673061503;-22.39110345;178.0938923;0.729179189;11.79458046;23.95202805;7.199194437;632.1335144
458;66.915;7.757;2013;3;10;3;1737;8.621805691;-22.87382643;116.8302429;1.124688323;11.98986244;25.31535497;7.050201796;803.212204
459;65.698;-0.858;2013;3;10;2;1736;7.747043324;-22.40931981;404.0815346;0.614576299;10.19033241;20.8201284;7.941827671;512.084977
460;65.955;0.645;2013;3;10;2;1736;7.680889516;-21.87787225;370.3128845;0.795780356;10.8635807;20.30731736;8.028158227;622.5064981
461;65.61;-1.28;2009;3;9;23;266;7.504438614;-22.51852852;396.0849932;0.927458744;11.79607582;17.22294654;8.082776841;805.9704094
462;65.457;-6.095;2009;3;9;24;267;9.025104421;-22.97148059;263.0193985;0.463887836;10.39162636;15.67450734;7.385393705;470.9820055
463;65.372;-7.685;2009;3;9;24;267;8.510478992;-23.24979015;190.8523837;0.879139353;9.686548233;14.5263109;7.145840087;686.1587639
464;65.27;-9.263;2009;3;9;24;267;7.684008852;-23.24536915;117.127904;1.664067566;9.575372696;13.41813874;6.983742868;1000.959869
465;65.577;-2.89;2009;3;9;24;267;8.288400456;-23.27606977;358.0897848;0.725040745;11.49260902;19.25167706;7.868192427;691.6112893
466;65.525;-4.498;2009;3;9;24;267;8.265956685;-22.87638358;323.7801028;0.639442018;10.98147011;16.43997163;7.583109116;597.5863647
467;60.03;-10.068;2016;3;9;10;2810;6.219369965;-23.12015095;83.48021483;0.335273521;12.55016518;14.99409464;7.311284362;468.5598484
468;60.42;-11.158;2016;3;9;10;2810;7.632253152;-23.16512148;65.09792023;0.440347402;12.40181923;14.44125932;7.315085257;536.6009979
469;66.968;-11.403;2014;3;10;1;2100;8.628363176;-22.7762774;78.029395;0.794454284;9.448877335;18.85393581;7.649851692;596.6053848
470;67.015;-9.703;2014;3;10;1;2100;7.894653193;-24.16654458;148.0238888;0.802509141;9.317682266;18.41867181;7.85400188;610.0594604
471;67.043;-7.997;2014;3;10;2;2101;8.104521463;-23.44447118;218.7277891;0.575696242;9.527551651;19.31171348;8.17103621;493.2613586
472;67.053;-6.287;2014;3;10;2;2101;7.83260602;-23.54048061;282.7963253;0.581943022;9.889154434;19.89706852;8.140130641;517.5248805
473;67.045;-4.578;2014;3;10;2;2101;7.491769665;-22.47567771;350.697598;0.513237197;10.38720131;19.16162244;8.015102276;472.6485197
474;67.025;-1.592;2014;3;10;2;2101;8.084037768;-22.41211238;474.4910548;0.842203981;11.66115761;16.20232749;8.225958733;737.9782881
475;67.247;3.527;2014;3;10;2;2101;8.651090879;-22.7028774;291.1174088;0.695381548;12.19457436;18.9389874;8.073785172;602.6204488
476;67.283;5.248;2014;3;10;2;2101;8.762113492;-22.83489785;217.4060582;0.772684953;12.27602577;19.17413003;7.979962234;666.0010071
477;67.302;6.975;2014;3;10;3;2102;9.022153955;-22.86906335;143.0805332;0.814272861;12.39867592;19.01403292;7.991389231;725.083292
478;67.302;8.702;2014;3;10;3;2102;9.178512997;-22.90815654;69.41934867;0.771371962;12.76030922;18.66882354;7.73321204;718.0607201
479;67.117;0.103;2014;3;10;2;2101;8.144662597;-22.35256244;439.77803;0.759026773;11.71032143;17.45058461;8.213417401;618.0097634
480;67.19;1.81;2014;3;10;2;2101;7.161794659;-21.94906242;365.3748524;0.882069626;11.95018959;18.48871429;8.139628177;695.073048
481;64.77;-10.762;2015;1;3;10;2260;NA;-25.39084788;54.41015796;0.020062821;4.496697903;148.1773767;12.15127804;9.484579086
482;64.393;2.972;2016;1;3;28;2644;5.587111541;-24.75241409;174.1099151;0.320936581;7.245233059;274.7691606;10.91169606;147.6163803
483;64.247;0.69;2016;1;3;28;2644;3.042501823;-25.39614759;239.8442803;0.210418761;5.920464993;147.0316818;10.64943432;96.99014893
484;64.13;-0.818;2016;1;3;29;2645;5.914453179;-24.33245203;247.8650677;0.356935833;5.478356838;150.756441;10.16371402;145.6850567
485;64.067;-1.567;2016;1;3;29;2645;5.768580057;-25.07158857;252.8049594;0.339579824;5.052941799;140.4051625;9.919447776;135.2190231
486;63.937;-7.698;2016;1;3;29;2645;5.027873413;-24.39978579;136.7506269;0.298534058;5.395074368;137.0881505;9.564145163;125.3467169
487;63.908;-8.453;2016;1;3;29;2645;5.99130254;-24.58808321;142.8295555;0.250955541;6.03063345;137.5684418;9.759672426;119.7286203
488;63.795;-10.71;2016;1;3;29;2645;3.716923423;-23.13759816;108.6859759;0.189423447;6.606225491;154.5262276;10.25473694;100.4156748
489;63.75;-11.455;2016;1;3;29;2645;5.527865185;-24.79749119;86.12045101;0.204324764;6.7376647;232.6361049;10.38707939;104.3205093
490;63.702;-12.2;2016;1;3;29;2645;5.475741355;-24.19818277;61.16830539;0.240843549;6.907372952;152.0722391;10.41523762;120.4324768
491;64.032;-3.143;2016;1;3;29;2645;7.357756449;-24.40423271;199.7996101;0.273873186;4.486871243;127.6824455;9.540257877;117.3300502
492;64.002;-5.425;2016;1;3;29;2645;6.223381764;-24.18290318;149.8372018;0.277165579;3.329339504;110.7771917;9.207010989;106.0691757
493;64.033;-10.402;2018;1;3;22;3368;6.479602068;-23.5615963;103.1349842;0.1342538;6.75441885;146.6564542;11.29842291;68.4548111
494;63.802;-9.857;2018;1;3;22;3368;5.793116588;-22.83334815;140.2437439;0.154222235;6.435510159;115.3699774;10.94593248;74.64659882
495;63.568;-9.322;2018;1;3;22;3368;5.444709211;-23.44759819;129.4001111;0.221524768;6.749810696;152.995299;11.10542418;98.06157303
496;63.332;-8.795;2018;1;3;22;3368;4.860096353;-22.98689543;94.67067657;0.2272238;7.119653225;187.286098;11.11410383;102.6252241
497;63.093;-8.277;2018;1;3;22;3368;6.831115604;-22.79018188;59.31618221;0.197562046;7.351159573;200.449082;10.95970565;97.99821091
498;64.263;-10.955;2018;1;3;22;3368;6.031027509;-22.73456997;66.57802675;0.249736249;7.090814114;169.1100734;11.0715484;106.3188324
499;66.497;0.525;2010;1;3;30;454;NA;-23.61860114;393.6745575;0.250311845;5.804559231;172.9699145;10.80460646;102.1517399
500;46.533;-8.272;2011;1;3;27;816;3.186642501;-20.90329627;141.9848878;0.735319413;11.69509315;244.0480268;8.630656769;449.5052234
501;48.4;-48.375;2011;1;3;6;795;NA;-24.54245831;72.4914254;0.3204173;2.964410305;59.8538042;12.19622828;98.76031494
502;42.67;-54.312;2014;1;3;25;1910;7.013896294;-23.00592586;201.0503671;0.414515931;6.053887844;26.22090423;9.07972559;240.328598
503;54.972;-15.432;2016;1;3;29;2645;4.601928416;-22.23738771;189.5798092;0.211532461;9.618524551;332.404119;11.70791056;166.3385525
504;53.512;-25.182;2016;1;3;28;2644;6.009743731;-22.91094906;722.0052987;0.240368277;7.184899807;198.2327376;12.97128258;157.3657227
505;43.258;-31.778;2016;1;3;24;2640;2.338241558;-20.81442774;1278.446025;0.52216955;13.89672279;156.7050491;10.35659119;409.4996389
506;41.005;-39.037;2016;1;3;23;2639;4.584669022;-21.38168058;886.6223753;0.372865809;16.04851723;109.0611508;10.55015317;402.4183598
507;49.398;-49.26;2009;1;2;17;48;7.73395869;-24.07604385;110.5475464;0.296174884;1.659827677;57.11285001;13.17798258;111.3018395
508;49.887;-48.562;2010;1;2;26;422;7.342250597;-24.54637152;183.9315575;0.441299727;3.150160726;56.76951676;11.38386637;152.8108182
509;58.81;-33.848;2010;1;3;30;454;4.58429572;-23.80564713;492.4968189;0.294814108;6.331475735;123.0771522;10.15587315;158.3350172
510;59.552;-32.543;2010;1;3;30;454;3.338990287;-24.56521322;524.4805053;0.244375479;6.863763332;180.3769072;10.37181503;136.2291641
511;60.282;-31.177;2010;1;3;30;454;3.607819758;-24.90872153;475.5901196;0.24652194;6.974572659;203.9612122;10.65617706;136.1597205
512;60.997;-29.75;2010;1;3;30;454;3.164804581;-24.5204254;367.4103395;0.246334531;7.328149319;216.4713002;11.02691828;145.3640115
513;61.925;-27.747;2010;1;3;30;454;3.950515008;-23.47587137;226.6936224;0.185855071;7.692101955;401.5235432;11.03116491;110.2039305
514;58.558;-34.272;2010;1;3;29;453;4.080335811;-24.88492375;482.0784176;0.251817497;5.983300686;135.9674708;10.1711132;138.6153554
515;53.673;-42.697;2010;1;3;28;452;5.42659267;-23.4882059;653.7209822;0.688958144;5.122796535;61.54232837;10.50289727;275.9481801
516;54.407;-41.538;2010;1;3;28;452;3.721798405;-24.36163949;583.8842186;0.606090785;4.44771719;52.82704213;10.37590768;236.2461624
517;54.648;-41.143;2010;1;3;28;452;3.717714178;-24.4344525;561.8355208;0.635642746;4.471642971;70.39769957;10.46758299;248.4360154
518;55.128;-40.338;2010;1;3;29;453;4.095659763;-24.69078767;523.8465286;0.457991166;4.331292629;76.34630769;10.60757991;205.024116
519;52.427;-44.537;2010;1;3;28;452;5.80944978;-22.88635846;540.1431742;0.445576321;6.921990871;94.36973976;10.83585646;235.4489403
520;55.838;-39.095;2010;1;3;29;453;4.814527264;-24.98113734;481.8057361;0.318374066;4.833459377;94.74997039;10.51650026;163.7441959
521;56.535;-37.807;2010;1;3;29;453;4.445885809;-24.09990573;457.9215174;0.302142001;5.300134182;123.7225436;10.25812857;158.4527189
522;53.178;-43.445;2010;1;3;28;452;5.984236334;-23.51190968;608.695625;0.417744108;6.451806545;71.22320028;10.76975817;231.2852353
523;49.407;-49.262;2010;1;3;27;451;4.991526968;-25.23266365;110.5475464;0.353492601;1.938836694;37.56528514;9.172239691;153.0082918
524;50.363;-47.82;2010;1;3;27;451;7.536103639;-24.04803946;259.3040161;0.495015539;4.257836819;31.87933634;9.900694534;224.5059169
525;51.07;-46.702;2010;1;3;28;452;5.160956731;-24.12812264;369.6181989;0.496917265;5.735253811;38.73849675;10.36913252;247.443186
526;51.765;-45.548;2010;1;3;28;452;3.974755954;-23.85423637;480.9244562;0.31487574;7.285699368;90.52490769;10.74421762;202.6850952
527;52.297;-44.727;2011;1;3;8;797;7.3001539;-23.2134668;528.673292;0.400652844;7.438653469;102.7323121;13.67318384;195.7635681
528;49.158;-49.558;2011;1;3;8;797;6.539716382;-23.71468431;75.999001;0.139763474;2.53869009;40.58711803;12.36940401;72.08919525
529;65.233;-7.8;2012;1;3;30;1185;6.404988588;-25.81904217;185.4724196;0.391065282;1.586877465;105.7741571;10.02505025;121.6512054
530;65.168;-9.383;2012;1;3;30;1185;7.23603936;-23.65931708;112.2791558;0.255842111;1.858850121;164.1495646;10.04866604;92.26954193
531;51.135;-44.678;2012;1;3;2;1157;4.468776569;-24.03353297;467.7010163;0.439086214;6.441491604;91.79317696;12.46882294;180.784549
532;52.047;-43.05;2013;1;2;17;1509;6.859273054;-23.82933809;616.5765403;0.179354504;8.11466217;92.83222385;12.92139079;100.4693866
533;48.863;-49.237;2013;1;2;16;1508;9.19304271;-24.23209176;70.4687089;0.475316435;2.186993917;79.60244936;11.84586995;163.3227995
534;50.135;-46.86;2013;1;2;16;1508;6.896296439;-23.99781224;291.0655288;0.304717779;5.058158366;78.00785717;12.6784139;134.679854
535;50.752;-45.625;2013;1;2;16;1508;6.7637786;-23.84686828;395.9848613;0.419070989;6.443993123;111.3849353;13.01975505;180.8475358
536;50.955;-45.207;2013;1;2;16;1508;6.61325664;-24.2276049;431.1465487;0.241021097;6.824161275;138.2819163;12.99295247;107.1252497
537;54.697;-41.76;2013;1;3;22;1542;5.562477526;-24.29640535;548.2652692;0.219838157;3.767205715;110.6796325;11.56142619;109.4212254
538;53.447;-45.063;2013;1;3;21;1541;4.961015996;-24.20022055;503.2021084;0.240140453;5.121331692;84.63133295;12.34443886;125.3964081
539;49.73;-48.315;2013;1;3;20;1540;5.89136515;-25.16777366;183.0712753;0.33589676;2.970635891;60.59925635;11.4387359;149.7833227
540;51.462;-46.937;2013;1;3;20;1540;5.7058194;-24.88141616;387.4462091;0.477058808;4.987206936;91.7706633;12.1176616;212.8470917
541;48.085;-45.125;2014;1;2;20;1877;8.62426902;-24.0311089;201.5853222;0.48805362;3.015993754;78.32321511;12.94936117;166.3252035
542;47.505;-45.61;2014;1;2;20;1877;7.672913722;-25.13753207;146.9753737;0.445230265;2.960993958;59.18047913;12.61588949;155.3637567
543;47.172;-46.328;2014;1;2;20;1877;8.057148325;-23.31322147;90.12742406;0.348448584;2.765493774;58.90326932;12.32674154;119.2731365
544;49.237;-41.743;2014;1;3;19;1904;7.588204507;-23.70963255;480.8406969;0.292292227;8.691797256;77.51451626;14.41039533;191.2439067
545;48.787;-42.495;2014;1;3;20;1905;6.746152455;-24.8307569;410.7667284;0.37307854;7.233453274;81.67954255;14.08760698;215.2045135
546;48.56;-42.865;2014;1;3;20;1905;8.115047581;-23.63623708;376.9330086;0.525885582;6.406732082;66.40277646;13.83046308;249.6237183
547;48.333;-43.232;2014;1;3;20;1905;7.572401633;-24.14397356;342.8010072;0.431632489;5.546227932;64.03634111;13.31270666;202.965744
548;47.437;-45.313;2014;1;3;20;1905;7.07771819;-24.94531361;168.2560028;0.441967393;2.751153469;70.3576753;12.09988897;188.5949249
549;46.902;-46.535;2014;1;3;20;1905;6.342171242;-24.36611734;67.56189879;0.343940467;2.427545071;62.3278048;11.44177499;156.3542239
550;61.205;-30.968;2016;1;3;19;2635;NA;-25.29953302;384.6396195;0.158744967;5.612939358;381.2687578;12.92894596;80.99441338
551;57.62;-36.682;2016;1;3;20;2636;5.972739297;-24.91339806;416.345577;0.111977906;4.087853909;375.0349767;13.60171243;65.67952156
552;50.478;-48.072;2017;1;3;14;2995;7.047509047;-24.05184986;258.3722586;0.276031852;3.436730862;73.94234957;12.35366555;124.2847061
553;49.615;-48.65;2017;1;3;14;2995;7.110653196;-24.12537693;157.1965343;0.386794161;2.686700344;117.7264067;12.09979172;155.5560131
554;51.575;-42.97;2018;1;3;11;3357;7.508981943;-22.82072903;579.243352;0.448552281;8.183252335;146.1011173;13.34028948;233.8477427
555;51.312;-43.298;2018;1;3;11;3357;6.526689443;-23.07586335;543.1286217;0.483360847;10.07378578;221.2116755;13.51620445;297.0519765
556;55.887;-36.743;2018;1;3;10;3356;5.429940197;-22.84333911;554.7267327;0.255582392;4.775231838;168.5997638;14.32216837;112.8665365
557;47.753;-47.145;2018;1;3;12;3358;6.303361328;-23.72592382;59.95839825;0.279894513;0.043908693;33.04754492;10.45111515;103.6018383
558;61.59;-13.245;2017;1;3;25;3006;5.659305843;-21.61217446;130.5576653;0.176564069;8.265222549;313.7302924;11.2008477;109.8929996
559;62.617;-17.727;2017;1;3;25;3006;4.282065431;-23.52254342;68.82393035;0.176900387;7.688500881;354.0397421;10.20642748;101.3597656
560;64.64;-9.923;2014;1;3;26;1911;5.36005894;-23.23695417;97.25867322;0.165277524;6.475884914;209.6721762;11.67328919;81.86999054
561;64.742;-9.18;2014;1;3;26;1911;7.240780479;-23.25133692;126.2627978;0.291667971;4.932458401;105.0212004;11.29142894;114.5179176
562;64.838;-8.43;2014;1;3;26;1911;5.514361551;-24.06309486;159.6069004;0.275233611;3.741174221;65.05195713;10.90061754;95.30232366
563;65.023;-6.92;2014;1;3;26;1911;6.486589376;-24.81774416;228.9734107;0.136767667;2.626580715;57.92513437;10.25870397;57.62343788
564;65.27;-4.612;2014;1;3;26;1911;6.549904015;-23.68304472;295.6163356;0.237768702;3.29537344;93.33661312;10.26434453;82.53402901
565;65.48;-2.267;2014;1;3;27;1912;6.410911111;-24.42825379;361.6566618;0.228738293;3.776879787;83.82584439;9.966403819;81.73643494
566;66.505;4.56;2014;1;3;27;1912;6.427223309;-24.95221511;240.0795303;0.228744604;6.529016018;244.3031816;10.38803974;93.30371666
567;66.792;6.977;2014;1;3;27;1912;7.370504944;-23.01133556;143.3194063;0.234189365;6.901605129;335.0557273;10.46435344;97.89565849
568;66.962;8.618;2014;1;3;27;1912;4.970078871;-22.61568956;81.32021242;0.269737922;6.765405178;307.9993163;10.66268883;100.37581
569;65.698;-0.847;2014;1;3;27;1912;7.248766574;-23.38205058;404.0815346;0.299259932;4.120812893;127.3247285;10.07001264;98.43592911
570;66.067;1.427;2014;1;3;27;1912;4.924362966;-24.8714555;339.6814024;0.277630473;5.708184719;154.1585045;10.39997326;100.5796827
